,IB_Currency,IB_longName,IB_marketName,IB_isin,Origin_Name,Origin_Stock,Origin_Country,Origin_Currency
9706,USD,METHODE ELECTRONICS INC,MEI,US5915202007,METHODE ELECTRONICS INC,MEI,United States of America,USD
9707,EUR,METIS CAPITAL LIMITED,EIC,IL0003570129,METIS CAPITAL LIMITED,EIC,,EUR
9708,INR,METKORE ALLOYS INDUSTRIES LT,METKORE,INE592I01029,METKORE ALLOYS INDUSTRIES LT,METKORE,India,INR
9709,USD,METLIFE INC,MET,US59156R1086,METLIFE INC,MET,Germany,
9710,EUR,METRICS IN BALANCE SA,MLMIB,BE0974328602,METRICS IN BALANCE SA,MLMIB,France,EUR
9711,GBP,METRO BANK PLC,SSMM,GB00BZ6STL67,METRO BANK PLC,MTRO,United Kingdom,GBP
9712,USD,METRO HEALTH NETWORKS INC,MDF,US5921421039,METRO HEALTH NETWORKS INC,MDF,,USD
9713,SGD,METRO HOLDINGS LTD,M01,SG1I11878499,METRO HOLDINGS LTD,M01,Singapore,SGD
9714,USD,METRO INC,CURRENT,US59164N1072,METRO INC,MTRI,United States of America,USD
9715,AUD,METRO MINING LTD,MMI,AU000000MMI6,METRO MINING LTD,MMI,Australia,AUD
9716,USD,METRO ONE TELECOMMUNICATIONS,CURRENT,US59163F2048,METRO ONE TELECOMMUNICATIONS,WOWI,United States of America,USD
9717,AUD,METRO PERFORMANCE GLASS LTD,MPP,NZMPGE0001S5,METRO PERFORMANCE GLASS LTD,MPP,Australia,AUD
9718,USD,METROCITY BANKSHARES INC,NMS,US59165J1051,METROCITY BANKSHARES INC,MCBS,United States of America,USD
9719,HKD,METROPOLIS CAPITAL HOLDINGS,8621,KYG6045W1069,METROPOLIS CAPITAL HOLDINGS,8621,Hong Kong,HKD
9720,USD,METROSPACES INC,CURRENT,US59266V3042,METROSPACES INC,MSPC,United States of America,USD
9721,EUR,MEVIS MEDICAL SOLUTIONS AG,XETRA,DE000A0LBFE4,MEVIS MEDICAL SOLUTIONS AG,M3V,Germany,EUR
9722,SGD,MEWAH INTERNATIONAL INC,MV4,KYG6074A1085,MEWAH INTERNATIONAL INC,MV4,Singapore,SGD
9723,USD,MEXCO ENERGY CORP,MXC,US5927701012,MEXCO ENERGY CORP,MXC,United States of America,USD
9724,USD,MEXICO FUND INC,MXF,US5928351023,MEXICO FUND INC,MXF,United States of America,USD
9725,CHF,MEYER BURGER TECHNOLOGY AG,MBTN,CH0108503795,MEYER BURGER TECHNOLOGY AG,MBTN,Switzerland,CHF
9726,USD,MFA FINANCIAL INC,MFA,US55272X6076,MFA FINANCIAL INC,MFA,United States of America,USD
9727,USD,MFS CA MUNI FUND,CCA,US59318C1062,MFS CA MUNI FUND,CCA,,USD
9728,USD,MFS CHARTER INCOME TRUST,MCR,US5527271093,MFS CHARTER INCOME TRUST,MCR,United States of America,USD
9729,USD,MFS MUNICIPAL INCOME TRUST,MFM,US5527381066,MFS MUNICIPAL INCOME TRUST,MFM,United States of America,USD
9730,USD,MFS SPECIAL VALUE TRUST,MFV,US55274E1029,MFS SPECIAL VALUE TRUST,MFV,United States of America,USD
9731,EUR,MG INTERNATIONAL,ALMGI,FR0010204453,MG INTERNATIONAL,ALMGI,France,EUR
9732,AUD,MG UNIT TRUST,MGC,AU000000MGC1,MG UNIT TRUST,MGC,Australia,AUD
9733,AUD,MGC PHARMACEUTICALS LTD,MXC,AU000000MXC6,MGC PHARMACEUTICALS LTD,MXC,Australia,AUD
9734,USD,MGE ENERGY INC,NMS,US55277P1049,MGE ENERGY INC,MGEE,United States of America,USD
9735,USD,MGIC INVESTMENT CORP,MTG,US5528481030,MGIC INVESTMENT CORP,MTG,Mexico,USD
9736,HKD,MGM CHINA HOLDINGS LTD,2282,KYG607441022,MGM CHINA HOLDINGS LTD,2282,Hong Kong,HKD
9737,USD,MGM GROWTH PROPERTIES LLC-A,MGP,US55303A1051,MGM GROWTH PROPERTIES LLC-A,MGP,United States of America,USD
9738,USD,MGM RESORTS INTERNATIONAL,MGM,US5529531015,MGM RESORTS INTERNATIONAL,MGM,Mexico,
9739,USD,MGP INGREDIENTS INC,NMS,US55303J1060,MGP INGREDIENTS INC,MGPI,United States of America,USD
9740,USD,MGT CAPITAL INVESTMENTS INC,CURRENT,US55302P2020,MGT CAPITAL INVESTMENTS INC,MGTI,United States of America,USD
9741,CAD,MGX MINERALS INC,XMG,CA55303L1013,MGX MINERALS INC,XMG,Canada,CAD
9742,USD,MHP SE,IOBE,US55302T2042,MHP SE,MHPC,,USD
9743,HKD,MI MING MART HOLDINGS LTD,8473,KYG148491064,MI MING MART HOLDINGS LTD,8473,Hong Kong,HKD
9744,AUD,MICHAEL HILL INTERNATIONAL L,MHJ,AU000000MHJ4,MICHAEL HILL INTERNATIONAL L,MHJ,Australia,AUD
9745,USD,MICHAEL JAMES ENTERPRISES IN,MJTV,US59408R1041,MICHAEL JAMES ENTERPRISES IN,MJTV,United States of America,USD
9746,USD,MICHAELS COS INC/THE,MIK,US59408Q1067,MICHAELS COS INC/THE,MIK,United States of America,USD
9747,MXN,MICHELIN (CGDE),MLN,FR001400AJ45,MICHELIN (CGDE),MLN,Mexico,MXN
9748,GBP,MICHELMERSH BRICK HOLDINGS P,ASQ1,GB00B013H060,MICHELMERSH BRICK HOLDINGS P,MBH,United Kingdom,GBP
9749,USD,MICHIGAN COMMUNITY BANCORP,NOINFO,US5944481028,MICHIGAN COMMUNITY BANCORP,MCBP,United States of America,USD
9750,JPY,MICHINOKU BANK LTD/THE,8350,JP3888000001,MICHINOKU BANK LTD/THE,8350,Japan,JPY
9751,CAD,MICREX DEVELOPMENT CORP.,MIX.H,CA5949292000,MICREX DEVELOPMENT CORP.,MIX.H,,CAD
9752,CAD,MICROBIX BIOSYSTEMS INC,MBX,CA59501P1045,MICROBIX BIOSYSTEMS INC,MBX,Canada,CAD
9753,USD,MICROBOT MEDICAL INC,SCM,US59503A2042,MICROBOT MEDICAL INC,MBOT,United States of America,USD
9754,USD,MICROCHIP TECHNOLOGY INC,NMS,US5950171042,MICROCHIP TECHNOLOGY INC,MCHP,Germany,
9755,USD,MICROELECTRONICS TECHNOLOGY,MELY,US59506R2040,MICROELECTRONICS TECHNOLOGY,MELY,,USD
9756,USD,MICROFINANCIAL INC,MFI,US5950721093,MICROFINANCIAL INC,MFI,,USD
9757,EUR,MICROLOGICA AG,MLG,DE0006623002,MICROLOGICA AG,MLG,,EUR
9758,CAD,MICROMEM TECHNOLOGIES INC,MRM,CA59509P1062,MICROMEM TECHNOLOGIES INC,MRM,Canada,CAD
9759,JPY,MICRON MACHINERY CO LTD,6159,JP3883700001,MICRON MACHINERY CO LTD,6159,Japan,JPY
9760,USD,MICRON SOLUTIONS INC,MICR,US59511X1054,MICRON SOLUTIONS INC,MICR,United States of America,USD
9761,USD,MICRON TECHNOLOGY INC,NMS,US5951121038,MICRON TECHNOLOGY INC,MU,United States of America,
9762,JPY,MICRONICS JAPAN CO LTD,6871,JP3750400008,MICRONICS JAPAN CO LTD,6871,Japan,JPY
9763,USD,MICROPAC INDUSTRIES INC,CURRENT,US5951351049,MICROPAC INDUSTRIES INC,MPAD,United States of America,USD
9764,GBP,MICROSAIC SYSTEMS PLC,ASQ1,GB00B547ZY09,MICROSAIC SYSTEMS PLC,MSYS,United Kingdom,GBP
9765,USD,MICROSEMI CORP,MSCC,US5951371005,MICROSEMI CORP,MSCC,,USD
9766,USD,MICROSOFT CORP,NMS,US5949181045,MICROSOFT CORP,MSFT,Mexico,
9767,USD,MICROSTRATEGY INC-CL A,NMS,US5949724083,MICROSTRATEGY INC-CL A,MSTR,United States of America,USD
9768,USD,MICROVISION INC,NMS,US5949603048,MICROVISION INC,MVIS,United States of America,USD
9769,HKD,MICROWARE GROUP LTD,1985,KYG609061075,MICROWARE GROUP LTD,1985,Hong Kong,HKD
9770,USD,MICROWAVE FILTER CO INC,LIMITED,US5951761080,MICROWAVE FILTER CO INC,MFCO,United States of America,USD
9771,EUR,MICROWAVE VISION,ALMIC,FR0004058949,MICROWAVE VISION,ALMIC,France,EUR
9772,USD,MICT INC,SCM,US55328R1095,MICT INC,MICT,United States of America,USD
9773,SGD,MIDAS HOLDINGS LTD,5EN,SG1P73919000,MIDAS HOLDINGS LTD,5EN,Singapore,SGD
9774,USD,MIDCOAST ENERGY PARTNERS LP,MEP,US59564N1037,MIDCOAST ENERGY PARTNERS LP,MEP,,USD
9775,USD,MIDDLEBY CORP,NMS,US5962781010,MIDDLEBY CORP,MIDD,United States of America,USD
9776,USD,MIDDLEFIELD BANC CORP,SCM,US5963042040,MIDDLEFIELD BANC CORP,MBCN,United States of America,USD
9777,USD,MIDDLESEX WATER CO,NMS,US5966801087,MIDDLESEX WATER CO,MSEX,United States of America,USD
9778,CNH,MIDEA GROUP CO LTD-A,000333,CNE100001QQ5,MIDEA GROUP CO LTD-A,000333,China,CNH
9779,HKD,MIDEA REAL ESTATE HOLDING LT,3990,KYG609201085,MIDEA REAL ESTATE HOLDING LT,3990,Hong Kong,HKD
9780,CAD,MIDLAND EXPLORATION INC.,MD,CA59751U1003,MIDLAND EXPLORATION INC.,MD,Canada,CAD
9781,HKD,MIDLAND HOLDINGS LTD,1200,BMG4491W1001,MIDLAND HOLDINGS LTD,1200,Hong Kong,HKD
9782,USD,MIDLAND STATES BANCORP INC,NMS,US5977421057,MIDLAND STATES BANCORP INC,MSBI,United States of America,USD
9783,USD,MIDNIGHT HOLDINGS GROUP INC,MHGI,US5978801034,MIDNIGHT HOLDINGS GROUP INC,MHGI,,USD
9784,CAD,MIDNIGHT SUN MINING CORP,MMA,CA5980151057,MIDNIGHT SUN MINING CORP,MMA,Canada,CAD
9785,USD,MIDSOUTH BANCORP INC,MSL,US5980391057,MIDSOUTH BANCORP INC,MSL,,USD
9786,AUD,MIDWAY LTD,MWY,AU000000MWY2,MIDWAY LTD,MWY,Australia,AUD
9787,USD,MIDWEST ENERGY EMISSIONS COR,MEEC,US59833H1014,MIDWEST ENERGY EMISSIONS COR,MEEC,United States of America,USD
9788,USD,MIDWEST HOLDING INC,SCM,US59833J2069,MIDWEST HOLDING INC,MDWT,United States of America,USD
9789,USD,MIDWEST OIL AND GAS INC,MWOG,US5983401077,MIDWEST OIL AND GAS INC,MWOG,,USD
9790,USD,MIDWESTONE FINANCIAL GROUP I,NMS,US5985111039,MIDWESTONE FINANCIAL GROUP I,MOFG,United States of America,USD
9791,GBP,MIDWICH GROUP PLC,AMSM,GB00BYSXWW41,MIDWICH GROUP PLC,MIDW,United Kingdom,GBP
9792,JPY,MIE KOTSU GROUP HOLDINGS INC,3232,JP3332510001,MIE KOTSU GROUP HOLDINGS INC,3232,Japan,JPY
9793,ILS,MIGDAL INSURANCE & FINANCIAL,MGDL,IL0010811656,MIGDAL INSURANCE & FINANCIAL,MGDL,Israel,ILS
9794,HKD,MIJI INTERNATIONAL HOLDINGS,1715,KYG6118R1092,MIJI INTERNATIONAL HOLDINGS,1715,Hong Kong,HKD
9795,USD,MIKE THE PIKE PRODUCTIONS,MIKP,US59863T2078,MIKE THE PIKE PRODUCTIONS,MIKP,United States of America,USD
9796,HKD,MIKO INTERNATIONAL HOLDINGS,1247,KYG6117R1267,MIKO INTERNATIONAL HOLDINGS,1247,Hong Kong,HKD
9797,CHF,MIKRON HOLDING AG-REG NEW,MIKN,CH0003390066,MIKRON HOLDING AG-REG NEW,MIKN,Switzerland,CHF
9798,USD,MIKROS SYSTEMS CORP,MKRS,US5986263078,MIKROS SYSTEMS CORP,MKRS,United States of America,USD
9799,JPY,MIKUNI CORP,7247,JP3882800000,MIKUNI CORP,7247,Japan,JPY
9800,GBP,MILA RESOURCES PLC,SSQ3,GB00BD4FCK53,MILA RESOURCES PLC,MILA,United Kingdom,GBP
9801,USD,MILESTONE PHARMACEUTICALS IN,NMS,CA59935V1076,MILESTONE PHARMACEUTICALS IN,MIST,United States of America,USD
9802,USD,MILESTONE SCIENTIFIC INC,MLSS,US59935P2092,MILESTONE SCIENTIFIC INC,MLSS,United States of America,USD
9803,EUR,MILIBOO SA,ALMLB,FR0013053535,MILIBOO SA,ALMLB,France,EUR
9804,USD,MILL CITY VENTURES III LTD,SCM,US59982U2006,MILL CITY VENTURES III LTD,MCVT,United States of America,USD
9805,CAD,MILLENMIN VENTURES INC,MVM,CA60040J1049,MILLENMIN VENTURES INC,MVM,Canada,CAD
9806,USD,MILLENNIAL LITHIUM CORP,MLNLF,CA60040W1059,MILLENNIAL LITHIUM CORP,MLNLF,United States of America,USD
9807,USD,MILLENNIAL MEDIA INC,MM,US60040N1054,MILLENNIAL MEDIA INC,MM,,USD
9808,USD,MILLENNIUM BANKSHARES CORP,NOINFO,US60037B2051,MILLENNIUM BANKSHARES CORP,MBVA,United States of America,USD
9809,USD,MILLENNIUM ENERGY CORP,NOINFO,US60040T1025,MILLENNIUM ENERGY CORP,MENC,United States of America,USD
9810,USD,MILLENNIUM HEALTHCARE INC,MHCC,US60040L1098,MILLENNIUM HEALTHCARE INC,MHCC,,USD
9811,HKD,MILLENNIUM PACIFIC GROUP HOL,8147,KYG6169E1558,MILLENNIUM PACIFIC GROUP HOL,8147,Hong Kong,HKD
9812,AUD,MILLENNIUM SERVICES GROUP LT,MIL,AU000000MIL8,MILLENNIUM SERVICES GROUP LT,MIL,Australia,AUD
9813,USD,MILLER INDUSTRIES INC/FLA,MLLS,US6005482004,MILLER INDUSTRIES INC/FLA,MLLS,United States of America,USD
9814,USD,MILLER/HOWARD HIGH INCOME EQ,HIE,US6003791018,MILLER/HOWARD HIGH INCOME EQ,HIE,United States of America,USD
9815,USD,MILLICOM INTL CELLULAR S.A.,NMS,LU0038705702,MILLICOM INTL CELLULAR S.A.,TIGO,United States of America,USD
9816,USD,MILLION DOLLAR SALOON INC,MLDS,US6010651056,MILLION DOLLAR SALOON INC,MLDS,,USD
9817,HKD,MILLION HOPE INDUSTRIES HOLD,1897,KYG6130N1025,MILLION HOPE INDUSTRIES HOLD,1897,Hong Kong,HKD
9818,INR,MILTON INDUSTRIES LTD,MILTON,INE376Y01016,MILTON INDUSTRIES LTD,MILTON,India,INR
9819,JPY,MIMAKI ENGINEERING CO LTD,6638,JP3907150001,MIMAKI ENGINEERING CO LTD,6638,Japan,JPY
9820,USD,MIMECAST LTD,MIME,GB00BYT5JK65,MIMECAST LTD,MIME,United States of America,USD
9821,USD,MIMEDX GROUP INC,SCM,US6024961012,MIMEDX GROUP INC,MDXG,United States of America,USD
9822,CAD,MINAEAN SP CONSTRUCTION CORP,MSP,CA60250V1022,MINAEAN SP CONSTRUCTION CORP,MSP,Canada,CAD
9823,JPY,MINATO HOLDINGS INC,6862,JP3905800003,MINATO HOLDINGS INC,6862,Japan,JPY
9824,CAD,MINAURUM GOLD INC,MGG,CA60252Q1019,MINAURUM GOLD INC,MGG,Canada,CAD
9825,AUD,MINBOS RESOURCES LTD,MNB,AU000000MNB9,MINBOS RESOURCES LTD,MNB,Australia,AUD
9826,EUR,MINCO SILVER CORP,XETRA,CA60254C1005,MINCO SILVER CORP,XYD,Germany,EUR
9827,GBP,MINCON GROUP PLC,ASQ1,IE00BD64C665,MINCON GROUP PLC,MCON,United Kingdom,GBP
9828,AUD,MINCOR RESOURCES NL,MCR,AU000000MCR8,MINCOR RESOURCES NL,MCR,Australia,AUD
9829,AUD,MINDAX LTD,MDX,AU000000MDX4,MINDAX LTD,MDX,Australia,AUD
9830,USD,MINDBODY INC - CLASS A,MB,US60255W1053,MINDBODY INC - CLASS A,MB,,USD
9831,SGD,MINDCHAMPS PRESCHOOL LTD,CNE,SG1EA6000002,MINDCHAMPS PRESCHOOL LTD,CNE,Singapore,SGD
9832,INR,MINDTREE LIMITED,MINDTREE,INE018I01017,MINDTREE LIMITED,MINDTREE,India,INR
9833,JPY,MINEBEA MITSUMI INC,6479,JP3906000009,MINEBEA MITSUMI INC,6479,Germany,JPY
9834,USD,MINERA ALAMOS INC,INTPRIMQX,CA60283L1058,MINERA ALAMOS INC,MAIFF,United States of America,USD
9835,GBP,MINERAL & FINANCIAL INVESTME,ASQ1,KYG6181G1055,MINERAL & FINANCIAL INVESTME,MAFL,United Kingdom,GBP
9836,AUD,MINERAL COMMODITIES LTD,MRC,AU000000MRC8,MINERAL COMMODITIES LTD,MRC,Australia,AUD
9837,AUD,MINERAL DEPOSITS LIMITED,MDL,AU000000MDL9,MINERAL DEPOSITS LIMITED,MDL,,AUD
9838,CAD,MINERAL HILL INDUSTRIES LTD,MHI,CA60283T2074,MINERAL HILL INDUSTRIES LTD,MHI,Canada,CAD
9839,CAD,MINERAL MOUNTAIN RESOURCES L,MMV,CA6028965086,MINERAL MOUNTAIN RESOURCES L,MMV,Canada,CAD
9840,AUD,MINERAL RESOURCES LTD,MIN,AU000000MIN4,MINERAL RESOURCES LTD,MIN,Australia,AUD
9841,USD,MINERALRITE CORP,CURRENT,US60313P1003,MINERALRITE CORP,RITE,United States of America,USD
9842,USD,MINERALS TECHNOLOGIES INC,MTX,US6031581068,MINERALS TECHNOLOGIES INC,MTX,United States of America,USD
9843,USD,MINERCO INC,MINE,US6031711095,MINERCO INC,MINE,United States of America,USD
9844,CAD,MINERVA INTELLIGENCE INC,MVAI,CA60337M1095,MINERVA INTELLIGENCE INC,MVAI,Canada,CAD
9845,USD,MINERVA NEUROSCIENCES INC,NMS,US6033802058,MINERVA NEUROSCIENCES INC,NERV,United States of America,USD
9846,CAD,MINES MANAGEMENT INC,MGT,US6034321058,MINES MANAGEMENT INC,MGT,,USD
9847,USD,MINEWORX TECHNOLOGIES LTD,MWXRF,CA6034652041,MINEWORX TECHNOLOGIES LTD,MWXRF,United States of America,USD
9848,CNH,MING YANG SMART ENERGY GRO-A,601615,CNE100003HQ0,MING YANG SMART ENERGY GRO-A,601615,China,CNH
9849,HKD,MINGFA GROUP INTERNATIONAL,846,KYG614131038,MINGFA GROUP INTERNATIONAL,846,Hong Kong,HKD
9850,HKD,MINGYUAN MEDICARE DEVELOPME,44207,BMG6179J1036,MINGYUAN MEDICARE DEVELOPME,44207,Hong Kong,HKD
9851,USD,MINING GLOBAL INC,NOINFO,US60365U1060,MINING GLOBAL INC,MNGG,United States of America,USD
9852,JPY,MINISTOP CO LTD,9946,JP3905950006,MINISTOP CO LTD,9946,Japan,JPY
9853,JPY,MINKABU THE INFONOID INC,4436,JP3911000002,MINKABU THE INFONOID INC,4436,Japan,JPY
9854,CNH,MINMETALS DEVELOPMENT CO-A,600058,CNE000000Q78,MINMETALS DEVELOPMENT CO-A,600058,China,CNH
9855,CAD,MINNOVA CORP,MCI,CA6042501008,MINNOVA CORP,MCI,Canada,CAD
9856,JPY,MINORI SOLUTIONS CO LTD,3822,JP3386290005,MINORI SOLUTIONS CO LTD,3822,,JPY
9857,ILS,MINRAV HOLDINGS LTD,MNRV,IL0001550362,MINRAV HOLDINGS LTD,MNRV,Israel,ILS
9858,AUD,MINREX RESOURCES LTD,MRR,AU000000MRR6,MINREX RESOURCES LTD,MRR,Australia,AUD
9859,HKD,MINSHENG EDUCATION GROUP CO,1569,KYG6145R1065,MINSHENG EDUCATION GROUP CO,1569,Hong Kong,HKD
9860,CAD,MINSUD RESOURCES CORP,MSR,CA60447F1018,MINSUD RESOURCES CORP,MSR,Canada,CAD
9861,AUD,MIRABELA NICKEL LTD,MBN,AU000000MBN9,MIRABELA NICKEL LTD,MBN,,AUD
9862,USD,MIRAGE ENERGY CORP,LIMITED,US60463B1098,MIRAGE ENERGY CORP,MRGE,United States of America,USD
9863,USD,MIRASOL RESOURCES LTD,CURRENT,CA6046801081,MIRASOL RESOURCES LTD,MRZLF,United States of America,USD
9864,USD,MIRATI THERAPEUTICS INC,NMS,US60468T1051,MIRATI THERAPEUTICS INC,MRTX,United States of America,USD
9865,INR,MIRC ELECTRONICS LIMITED,MIRCELECT,INE831A01028,MIRC ELECTRONICS LIMITED,MIRCELECT,India,INR
9866,HKD,MIRICOR ENTERPRISES HOLDINGS,1827,KYG6193F1037,MIRICOR ENTERPRISES HOLDINGS,1827,Hong Kong,HKD
9867,ILS,MIRLAND DEVELOPMENT CORP,MLD,CY0106902113,MIRLAND DEVELOPMENT CORP,MLD,Israel,ILS
9868,AUD,MIRRABOOKA INVESTMENTS LIMITED,MIR,AU000000MIR5,MIRRABOOKA INVESTMENTS LIMITED,MIR,Australia,AUD
9869,GBP,MIRRIAD ADVERTISING PLC,ASQ1,GB00BF52QY14,MIRRIAD ADVERTISING PLC,MIRI,United Kingdom,GBP
9870,AUD,MIRVAC GROUP,MGR,AU000000MGR9,MIRVAC GROUP,MGR,Australia,AUD
9871,INR,MIRZA INTERNATIONAL LTD,MIRZAINT,INE771A01026,MIRZA INTERNATIONAL LTD,MIRZAINT,India,INR
9872,SEK,MISEN ENERGY AB,MISE,SE0001486952,MISEN ENERGY AB,MISE,Sweden,SEK
9873,INR,MISHRA DHATU NIGAM LTD,MIDHANI,INE099Z01011,MISHRA DHATU NIGAM LTD,MIDHANI,India,INR
9874,USD,MISONIX INC,MSON,US6048711039,MISONIX INC,MSON,United States of America,USD
9875,USD,MISSION BANCORP/BAKERSFIELD,CURRENT,US6050151066,MISSION BANCORP/BAKERSFIELD,MSBC,United States of America,USD
9876,CAD,MISSION READY SOLUTIONS INC,MRS,CA60511F1027,MISSION READY SOLUTIONS INC,MRS,Canada,CAD
9877,USD,MISSION VALLEY BANCORP,PREMQX,US60520E1047,MISSION VALLEY BANCORP,MVLY,United States of America,USD
9878,CAD,MISTANGO RIVER RESOURCES INC,MIS,CA60645A1021,MISTANGO RIVER RESOURCES INC,MIS,Canada,CAD
9879,USD,MISTRAS GROUP INC,MG,US60649T1079,MISTRAS GROUP INC,MG,United States of America,USD
9880,JPY,MISUMI GROUP INC,9962,JP3885400006,MISUMI GROUP INC,9962,Mexico,JPY
9881,JPY,MITACHI CO LTD,3321,JP3886200009,MITACHI CO LTD,3321,Japan,JPY
9882,AUD,MITCHELL SERVICES LTD,MSV,AU000000MSV6,MITCHELL SERVICES LTD,MSV,Australia,AUD
9883,GBP,MITCHELLS & BUTLERS PLC,STMM,GB00B1FP6H53,MITCHELLS & BUTLERS PLC,MAB,United Kingdom,GBP
9884,USD,MITEK SYSTEMS INC,SCM,US6067102003,MITEK SYSTEMS INC,MITK,United States of America,USD
9885,CAD,MITEL NETWORKS CORP,MNW,CA60671Q1046,MITEL NETWORKS CORP,MNW,,CAD
9886,EUR,MITHRA PHARMACEUTICALS,MITRA,BE0974283153,MITHRA PHARMACEUTICALS,MITRA,Belgium,EUR
9887,AUD,MITHRIL RESOURCES LTD,MTH,AU000000MTH3,MITHRIL RESOURCES LTD,MTH,Australia,AUD
9888,GBP,MITIE GROUP PLC,STMM,GB0004657408,MITIE GROUP PLC,MTO,United Kingdom,GBP
9889,JPY,MITO SECURITIES CO LTD,8622,JP3905400002,MITO SECURITIES CO LTD,8622,Japan,JPY
9890,JPY,MITSUBA CORP,7280,JP3895200008,MITSUBA CORP,7280,Japan,JPY
9891,JPY,MITSUBISHI ELECTRIC CORP,6503,JP3902400005,MITSUBISHI ELECTRIC CORP,6503,Mexico,JPY
9892,JPY,MITSUBISHI ESTATE LOGISTICS,3481,JP3048480002,MITSUBISHI ESTATE LOGISTICS,3481,Japan,JPY
9893,JPY,MITSUBISHI GAS CHEMICAL CO,4182,JP3896800004,MITSUBISHI GAS CHEMICAL CO,4182,Japan,JPY
9894,JPY,MITSUBISHI HEAVY INDUSTRIES,7011,JP3900000005,MITSUBISHI HEAVY INDUSTRIES,7011,United States of America,JPY
9895,JPY,MITSUBISHI KAKOKI KAISHA LTD,6331,JP3896000001,MITSUBISHI KAKOKI KAISHA LTD,6331,Japan,JPY
9896,JPY,MITSUBISHI LOGISNEXT CO LTD,7105,JP3753800006,MITSUBISHI LOGISNEXT CO LTD,7105,Japan,JPY
9897,JPY,MITSUBISHI LOGISTICS CORP,9301,JP3902000003,MITSUBISHI LOGISTICS CORP,9301,Japan,JPY
9898,JPY,MITSUBISHI MATERIALS CORP,5711,JP3903000002,MITSUBISHI MATERIALS CORP,5711,Japan,JPY
9899,JPY,MITSUBISHI MOTORS CORP,7211,JP3899800001,MITSUBISHI MOTORS CORP,7211,Germany,JPY
9900,JPY,MITSUBISHI PAPER MILLS LTD,3864,JP3901200000,MITSUBISHI PAPER MILLS LTD,3864,Japan,JPY
9901,JPY,MITSUBISHI PENCIL CO LTD,7976,JP3895600009,MITSUBISHI PENCIL CO LTD,7976,Japan,JPY
9902,JPY,MITSUBISHI RESEARCH INSTITUT,3636,JP3902200009,MITSUBISHI RESEARCH INSTITUT,3636,Japan,JPY
9903,JPY,MITSUBISHI SHOKUHIN CO LTD,7451,JP3976000004,MITSUBISHI SHOKUHIN CO LTD,7451,Japan,JPY
9904,JPY,MITSUBISHI UFJ FINANCIAL GRO,8306,JP3902900004,MITSUBISHI UFJ FINANCIAL GRO,8306,Germany,JPY
9905,JPY,MITSUI CHEMICALS INC,4183,JP3888300005,MITSUI CHEMICALS INC,4183,Japan,JPY
9906,JPY,MITSUI FUDOSAN LOGISTICS PAR,3471,JP3048300002,MITSUI FUDOSAN LOGISTICS PAR,3471,Japan,JPY
9907,JPY,MITSUI MATSUSHIMA HOLDINGS C,1518,JP3894000003,MITSUI MATSUSHIMA HOLDINGS C,1518,Japan,JPY
9908,JPY,MITSUI MINING & SMELTING CO,5706,JP3888400003,MITSUI MINING & SMELTING CO,5706,Japan,JPY
9909,JPY,MITSUI-SOKO HOLDINGS CO LTD,9302,JP3891200002,MITSUI-SOKO HOLDINGS CO LTD,9302,Japan,JPY
9910,JPY,MITSUMI ELECTRIC CO LTD,6767,JP3904400003,MITSUMI ELECTRIC CO LTD,6767,,JPY
9911,INR,MITTAL LIFE STYLE LTD,MITTAL,INE997Y01019,MITTAL LIFE STYLE LTD,MITTAL,India,INR
9912,AUD,MITULA GROUP LTD,MUA,AU000000MUA6,MITULA GROUP LTD,MUA,,AUD
9913,JPY,MIURA CO LTD,6005,JP3880800002,MIURA CO LTD,6005,Japan,JPY
9914,ILS,MIVTACH SHAMIR HOLDINGS LTD,MISH,IL0001270193,MIVTACH SHAMIR HOLDINGS LTD,MISH,Israel,ILS
9915,USD,MIX TELEMATICS LTD-SP ADR,MIXT,US60688N1028,MIX TELEMATICS LTD-SP ADR,MIXT,United States of America,USD
9916,JPY,MIXI INC,2121,JP3882750007,MIXI INC,2121,Japan,JPY
9917,JPY,MIYAKO INC,3424,JP3907700003,MIYAKO INC,3424,Japan,JPY
9918,JPY,MIYAZAKI BANK LTD/THE,8393,JP3908000007,MIYAZAKI BANK LTD/THE,8393,Japan,JPY
9919,ILS,MIZRAHI TEFAHOT BANK LTD,MZTF,IL0006954379,MIZRAHI TEFAHOT BANK LTD,MZTF,Israel,ILS
9920,JPY,MIZUHO FINANCIAL GROUP INC,8411,JP3885780001,MIZUHO FINANCIAL GROUP INC,8411,Japan,JPY
9921,JPY,MIZUHO LEASING CO LTD,8425,JP3286500008,MIZUHO LEASING CO LTD,8425,Japan,JPY
9922,JPY,MIZUHO MEDY CO LTD,4595,JP3885900005,MIZUHO MEDY CO LTD,4595,Japan,JPY
9923,JPY,MIZUNO CORP,8022,JP3905200006,MIZUNO CORP,8022,Japan,JPY
9924,GBP,MJ GLEESON PLC,SSMM,GB00BRKD9Z53,MJ GLEESON PLC,GLE,United Kingdom,GBP
9925,USD,MJ HARVEST INC,CURRENT,US55315W1036,MJ HARVEST INC,MJHI,United States of America,USD
9926,USD,MJ HOLDINGS INC,CURRENT,US5530751024,MJ HOLDINGS INC,MJNE,United States of America,USD
9927,CAD,MKANGO RESOURCES LTD,MKA,CA60686A4090,MKANGO RESOURCES LTD,MKA,United Kingdom,GBP
